data,model,method,K,criteria,Accuracy,Consistency
Riboflavin,Tree,Tree,22.0,Jaccard,1.3642561995166098,0.006698217683682544
Riboflavin,Tree,Tree,22.0,Kendall,1.3642561995166098,0.5004861097425604
Riboflavin,Tree,Tree,22.0,RBO,1.3642561995166098,0.0220546629629131
Riboflavin,Tree,Tree,23.0,Jaccard,1.3642561995166098,0.006610047731196753
Riboflavin,Tree,Tree,23.0,Kendall,1.3642561995166098,0.5003928577854815
Riboflavin,Tree,Tree,23.0,RBO,1.3642561995166098,0.02165464921350324
Riboflavin,Tree,Tree,24.0,Jaccard,1.3642561995166098,0.0066226451556450966
Riboflavin,Tree,Tree,24.0,Kendall,1.3642561995166098,0.5006423508023454
Riboflavin,Tree,Tree,24.0,RBO,1.3642561995166098,0.021289363535952368
Riboflavin,Tree,Tree,25.0,Jaccard,1.3642561995166098,0.006575409143198554
Riboflavin,Tree,Tree,25.0,Kendall,1.3642561995166098,0.49987776091721453
Riboflavin,Tree,Tree,25.0,RBO,1.3642561995166098,0.020950080345045276
Riboflavin,Tree,Tree,26.0,Jaccard,1.3642561995166098,0.006591520776241671
Riboflavin,Tree,Tree,26.0,Kendall,1.3642561995166098,0.49968094626668225
Riboflavin,Tree,Tree,26.0,RBO,1.3642561995166098,0.0206385270457903
Riboflavin,Tree,Tree,27.0,Jaccard,1.3642561995166098,0.006611246616029616
Riboflavin,Tree,Tree,27.0,Kendall,1.3642561995166098,0.4997024182658972
Riboflavin,Tree,Tree,27.0,RBO,1.3642561995166098,0.020351853110918375
Riboflavin,Tree,Tree,28.0,Jaccard,1.3642561995166098,0.0066720561342679
Riboflavin,Tree,Tree,28.0,Kendall,1.3642561995166098,0.5000401441979605
Riboflavin,Tree,Tree,28.0,RBO,1.3642561995166098,0.020090172107950662
Riboflavin,Tree,Tree,29.0,Jaccard,1.3642561995166098,0.006671316310231526
Riboflavin,Tree,Tree,29.0,Kendall,1.3642561995166098,0.4999358222663084
Riboflavin,Tree,Tree,29.0,RBO,1.3642561995166098,0.0198174516496051
Riboflavin,Tree,Tree,30.0,Jaccard,1.3642561995166098,0.0067164811082543515
Riboflavin,Tree,Tree,30.0,Kendall,1.3642561995166098,0.49982524548502244
Riboflavin,Tree,Tree,30.0,RBO,1.3642561995166098,0.01959451222494119
Riboflavin,Ridge,Ridge,1.0,Jaccard,0.34370849853595326,0.29658587438102685
Riboflavin,Ridge,Ridge,1.0,Kendall,0.34370849853595326,1.0
Riboflavin,Ridge,Ridge,1.0,RBO,0.34370849853595326,0.29658587438102685
Riboflavin,Ridge,Ridge,2.0,Jaccard,0.34370849853595326,0.21205803144818425
Riboflavin,Ridge,Ridge,2.0,Kendall,0.34370849853595326,0.601772217878551
Riboflavin,Ridge,Ridge,2.0,RBO,0.34370849853595326,0.29293719051342193
Riboflavin,Ridge,Ridge,3.0,Jaccard,0.34370849853595326,0.18272087568413015
Riboflavin,Ridge,Ridge,3.0,Kendall,0.34370849853595326,0.5857875076014225
Riboflavin,Ridge,Ridge,3.0,RBO,0.34370849853595326,0.28549503373584456
Riboflavin,Ridge,Ridge,4.0,Jaccard,0.34370849853595326,0.1783834096578442
Riboflavin,Ridge,Ridge,4.0,Kendall,0.34370849853595326,0.5731474242029384
Riboflavin,Ridge,Ridge,4.0,RBO,0.34370849853595326,0.2818662583615694
Riboflavin,Ridge,Ridge,5.0,Jaccard,0.34370849853595326,0.18160269059408585
Riboflavin,Ridge,Ridge,5.0,Kendall,0.34370849853595326,0.558144383633047
Riboflavin,Ridge,Ridge,5.0,RBO,0.34370849853595326,0.2815159412735644
Riboflavin,Ridge,Ridge,6.0,Jaccard,0.34370849853595326,0.1827002291427654
Riboflavin,Ridge,Ridge,6.0,Kendall,0.34370849853595326,0.5480149422291715
Riboflavin,Ridge,Ridge,6.0,RBO,0.34370849853595326,0.2819498740335331
Riboflavin,Ridge,Ridge,7.0,Jaccard,0.34370849853595326,0.1866610816571692
Riboflavin,Ridge,Ridge,7.0,Kendall,0.34370849853595326,0.5427479305509094
Riboflavin,Ridge,Ridge,7.0,RBO,0.34370849853595326,0.2835194906735169
Riboflavin,Ridge,Ridge,8.0,Jaccard,0.34370849853595326,0.18573077806854896
Riboflavin,Ridge,Ridge,8.0,Kendall,0.34370849853595326,0.5369150005584724
Riboflavin,Ridge,Ridge,8.0,RBO,0.34370849853595326,0.28474149726348424
Riboflavin,Ridge,Ridge,9.0,Jaccard,0.34370849853595326,0.1941205029773753
Riboflavin,Ridge,Ridge,9.0,Kendall,0.34370849853595326,0.5326716474097257
Riboflavin,Ridge,Ridge,9.0,RBO,0.34370849853595326,0.28705175725634496
Riboflavin,Ridge,Ridge,10.0,Jaccard,0.34370849853595326,0.20422554175401064
Riboflavin,Ridge,Ridge,10.0,Kendall,0.34370849853595326,0.5283931312078324
Riboflavin,Ridge,Ridge,10.0,RBO,0.34370849853595326,0.29029862739987955
Riboflavin,Ridge,Ridge,11.0,Jaccard,0.34370849853595326,0.21055580304121888
Riboflavin,Ridge,Ridge,11.0,Kendall,0.34370849853595326,0.5252541047693511
Riboflavin,Ridge,Ridge,11.0,RBO,0.34370849853595326,0.2938339432422174
Riboflavin,Ridge,Ridge,12.0,Jaccard,0.34370849853595326,0.21297616688378768
Riboflavin,Ridge,Ridge,12.0,Kendall,0.34370849853595326,0.5226265785296285
Riboflavin,Ridge,Ridge,12.0,RBO,0.34370849853595326,0.297174425384942
Riboflavin,Ridge,Ridge,13.0,Jaccard,0.34370849853595326,0.21732901422992257
Riboflavin,Ridge,Ridge,13.0,Kendall,0.34370849853595326,0.5206424623938296
Riboflavin,Ridge,Ridge,13.0,RBO,0.34370849853595326,0.300490999581334
Riboflavin,Ridge,Ridge,14.0,Jaccard,0.34370849853595326,0.21758768391727112
Riboflavin,Ridge,Ridge,14.0,Kendall,0.34370849853595326,0.5189694329647426
Riboflavin,Ridge,Ridge,14.0,RBO,0.34370849853595326,0.303416627708764
Riboflavin,Ridge,Ridge,15.0,Jaccard,0.34370849853595326,0.217436720573967
Riboflavin,Ridge,Ridge,15.0,Kendall,0.34370849853595326,0.5183116770294244
Riboflavin,Ridge,Ridge,15.0,RBO,0.34370849853595326,0.3060041306679292
Riboflavin,Ridge,Ridge,16.0,Jaccard,0.34370849853595326,0.22203198426072318
Riboflavin,Ridge,Ridge,16.0,Kendall,0.34370849853595326,0.5166579793241246
Riboflavin,Ridge,Ridge,16.0,RBO,0.34370849853595326,0.3086925860143454
Riboflavin,Ridge,Ridge,17.0,Jaccard,0.34370849853595326,0.2288219818644713
Riboflavin,Ridge,Ridge,17.0,Kendall,0.34370849853595326,0.5148016986309769
Riboflavin,Ridge,Ridge,17.0,RBO,0.34370849853595326,0.3116300121743726
Riboflavin,Ridge,Ridge,18.0,Jaccard,0.34370849853595326,0.2317875800980776
Riboflavin,Ridge,Ridge,18.0,Kendall,0.34370849853595326,0.5139800445725736
Riboflavin,Ridge,Ridge,18.0,RBO,0.34370849853595326,0.3145082486908311
Riboflavin,Ridge,Ridge,19.0,Jaccard,0.34370849853595326,0.2325219675759321
Riboflavin,Ridge,Ridge,19.0,Kendall,0.34370849853595326,0.5129215983998922
Riboflavin,Ridge,Ridge,19.0,RBO,0.34370849853595326,0.31716523268155455
Riboflavin,Ridge,Ridge,20.0,Jaccard,0.34370849853595326,0.23281608009481708
Riboflavin,Ridge,Ridge,20.0,Kendall,0.34370849853595326,0.512543219362273
Riboflavin,Ridge,Ridge,20.0,RBO,0.34370849853595326,0.3195896874186966
Riboflavin,Ridge,Ridge,21.0,Jaccard,0.34370849853595326,0.23503499597099667
Riboflavin,Ridge,Ridge,21.0,Kendall,0.34370849853595326,0.5119122101395298
Riboflavin,Ridge,Ridge,21.0,RBO,0.34370849853595326,0.32194541814981786
Riboflavin,Ridge,Ridge,22.0,Jaccard,0.34370849853595326,0.23402025947032573
Riboflavin,Ridge,Ridge,22.0,Kendall,0.34370849853595326,0.5118156087916247
Riboflavin,Ridge,Ridge,22.0,RBO,0.34370849853595326,0.3240515970376809
Riboflavin,Ridge,Ridge,23.0,Jaccard,0.34370849853595326,0.23338964788230948
Riboflavin,Ridge,Ridge,23.0,Kendall,0.34370849853595326,0.5110941898469663
Riboflavin,Ridge,Ridge,23.0,RBO,0.34370849853595326,0.3259570237367673
Riboflavin,Ridge,Ridge,24.0,Jaccard,0.34370849853595326,0.2377579618841272
Riboflavin,Ridge,Ridge,24.0,Kendall,0.34370849853595326,0.5111888138308326
Riboflavin,Ridge,Ridge,24.0,RBO,0.34370849853595326,0.327947981370722
Riboflavin,Ridge,Ridge,25.0,Jaccard,0.34370849853595326,0.23796258670626616
Riboflavin,Ridge,Ridge,25.0,Kendall,0.34370849853595326,0.511052311435521
Riboflavin,Ridge,Ridge,25.0,RBO,0.34370849853595326,0.3297985709792925
Riboflavin,Ridge,Ridge,26.0,Jaccard,0.34370849853595326,0.2387001689668334
Riboflavin,Ridge,Ridge,26.0,Kendall,0.34370849853595326,0.5108694954680356
Riboflavin,Ridge,Ridge,26.0,RBO,0.34370849853595326,0.3315609967544184
Riboflavin,Ridge,Ridge,27.0,Jaccard,0.34370849853595326,0.24089699132798165
Riboflavin,Ridge,Ridge,27.0,Kendall,0.34370849853595326,0.5105196236583098
Riboflavin,Ridge,Ridge,27.0,RBO,0.34370849853595326,0.33331092074508334
Riboflavin,Ridge,Ridge,28.0,Jaccard,0.34370849853595326,0.2419132714741396
Riboflavin,Ridge,Ridge,28.0,Kendall,0.34370849853595326,0.5101075304412107
Riboflavin,Ridge,Ridge,28.0,RBO,0.34370849853595326,0.33498934740677516
Riboflavin,Ridge,Ridge,29.0,Jaccard,0.34370849853595326,0.2426608251991513
Riboflavin,Ridge,Ridge,29.0,Kendall,0.34370849853595326,0.510119325857703
Riboflavin,Ridge,Ridge,29.0,RBO,0.34370849853595326,0.3365967010578
Riboflavin,Ridge,Ridge,30.0,Jaccard,0.34370849853595326,0.24528088606436413
Riboflavin,Ridge,Ridge,30.0,Kendall,0.34370849853595326,0.5095657593518125
Riboflavin,Ridge,Ridge,30.0,RBO,0.34370849853595326,0.3382171539723721
Riboflavin,LASSO,LASSO,1.0,Jaccard,0.3598438668021168,0.2063063063063063
Riboflavin,LASSO,LASSO,1.0,Kendall,0.3598438668021168,1.0
Riboflavin,LASSO,LASSO,1.0,RBO,0.3598438668021168,0.2063063063063063
Riboflavin,LASSO,LASSO,2.0,Jaccard,0.3598438668021168,0.13273273273273264
Riboflavin,LASSO,LASSO,2.0,Kendall,0.3598438668021168,0.5702702702702702
Riboflavin,LASSO,LASSO,2.0,RBO,0.3598438668021168,0.19572072072072072
Riboflavin,LASSO,LASSO,3.0,Jaccard,0.3598438668021168,0.131081081081081
Riboflavin,LASSO,LASSO,3.0,Kendall,0.3598438668021168,0.5318318318318319
Riboflavin,LASSO,LASSO,3.0,RBO,0.3598438668021168,0.19784784784784837
Riboflavin,LASSO,LASSO,4.0,Jaccard,0.3598438668021168,0.16386958386958378
Riboflavin,LASSO,LASSO,4.0,Kendall,0.3598438668021168,0.5234234234234234
Riboflavin,LASSO,LASSO,4.0,RBO,0.3598438668021168,0.21167417417417506
Riboflavin,LASSO,LASSO,5.0,Jaccard,0.3598438668021168,0.15313170313170357
Riboflavin,LASSO,LASSO,5.0,Kendall,0.3598438668021168,0.5159459459459459
Riboflavin,LASSO,LASSO,5.0,RBO,0.3598438668021168,0.21777177177177193
Riboflavin,LASSO,LASSO,6.0,Jaccard,0.3598438668021168,0.1546722046722051
Riboflavin,LASSO,LASSO,6.0,Kendall,0.3598438668021168,0.5135735735735735
Riboflavin,LASSO,LASSO,6.0,RBO,0.3598438668021168,0.22284284284284298
Riboflavin,LASSO,LASSO,7.0,Jaccard,0.3598438668021168,0.14499569499569506
Riboflavin,LASSO,LASSO,7.0,Kendall,0.3598438668021168,0.5177177177177174
Riboflavin,LASSO,LASSO,7.0,RBO,0.3598438668021168,0.22485628485628484
Riboflavin,LASSO,LASSO,8.0,Jaccard,0.3598438668021168,0.1422212022212009
Riboflavin,LASSO,LASSO,8.0,Kendall,0.3598438668021168,0.5156370656370655
Riboflavin,LASSO,LASSO,8.0,RBO,0.3598438668021168,0.22614114114114217
Riboflavin,LASSO,LASSO,9.0,Jaccard,0.3598438668021168,0.14281091854621314
Riboflavin,LASSO,LASSO,9.0,Kendall,0.3598438668021168,0.5115115115115123
Riboflavin,LASSO,LASSO,9.0,RBO,0.3598438668021168,0.22734067400734106
Riboflavin,LASSO,LASSO,10.0,Jaccard,0.3598438668021168,0.14669736759520144
Riboflavin,LASSO,LASSO,10.0,Kendall,0.3598438668021168,0.5095095095095096
Riboflavin,LASSO,LASSO,10.0,RBO,0.3598438668021168,0.22902102102102068
Riboflavin,LASSO,LASSO,11.0,Jaccard,0.3598438668021168,0.14925950275795527
Riboflavin,LASSO,LASSO,11.0,Kendall,0.3598438668021168,0.5067649467649459
Riboflavin,LASSO,LASSO,11.0,RBO,0.3598438668021168,0.23085746903928725
Riboflavin,LASSO,LASSO,12.0,Jaccard,0.3598438668021168,0.15027687245347687
Riboflavin,LASSO,LASSO,12.0,Kendall,0.3598438668021168,0.5045727545727547
Riboflavin,LASSO,LASSO,12.0,RBO,0.3598438668021168,0.23257154882154857
Riboflavin,LASSO,LASSO,13.0,Jaccard,0.3598438668021168,0.146967697704541
Riboflavin,LASSO,LASSO,13.0,Kendall,0.3598438668021168,0.5030145530145531
Riboflavin,LASSO,LASSO,13.0,RBO,0.3598438668021168,0.23368031021877178
Riboflavin,LASSO,LASSO,14.0,Jaccard,0.3598438668021168,0.14775710277922308
Riboflavin,LASSO,LASSO,14.0,Kendall,0.3598438668021168,0.5033462033462032
Riboflavin,LASSO,LASSO,14.0,RBO,0.3598438668021168,0.23482761661333065
Riboflavin,LASSO,LASSO,15.0,Jaccard,0.3598438668021168,0.14534650112611294
Riboflavin,LASSO,LASSO,15.0,Kendall,0.3598438668021168,0.5025225225225218
Riboflavin,LASSO,LASSO,15.0,RBO,0.3598438668021168,0.2356208906208909
Riboflavin,LASSO,LASSO,16.0,Jaccard,0.3598438668021168,0.14476333809041575
Riboflavin,LASSO,LASSO,16.0,Kendall,0.3598438668021168,0.5022222222222222
Riboflavin,LASSO,LASSO,16.0,RBO,0.3598438668021168,0.2362662065787066
Riboflavin,LASSO,LASSO,17.0,Jaccard,0.3598438668021168,0.14333069183968283
Riboflavin,LASSO,LASSO,17.0,Kendall,0.3598438668021168,0.5026165871754109
Riboflavin,LASSO,LASSO,17.0,RBO,0.3598438668021168,0.23673273197494654
Riboflavin,LASSO,LASSO,18.0,Jaccard,0.3598438668021168,0.14626529427995094
Riboflavin,LASSO,LASSO,18.0,Kendall,0.3598438668021168,0.5032797503385735
Riboflavin,LASSO,LASSO,18.0,RBO,0.3598438668021168,0.2374058495790523
Riboflavin,LASSO,LASSO,19.0,Jaccard,0.3598438668021168,0.14460958104868651
Riboflavin,LASSO,LASSO,19.0,Kendall,0.3598438668021168,0.5027448501132711
Riboflavin,LASSO,LASSO,19.0,RBO,0.3598438668021168,0.2379002486017313
Riboflavin,LASSO,LASSO,20.0,Jaccard,0.3598438668021168,0.14545609985591468
Riboflavin,LASSO,LASSO,20.0,Kendall,0.3598438668021168,0.502712185870081
Riboflavin,LASSO,LASSO,20.0,RBO,0.3598438668021168,0.23842865959506832
Riboflavin,LASSO,LASSO,21.0,Jaccard,0.3598438668021168,0.14575862191354821
Riboflavin,LASSO,LASSO,21.0,Kendall,0.3598438668021168,0.5028228228228242
Riboflavin,LASSO,LASSO,21.0,RBO,0.3598438668021168,0.23893371147314857
Riboflavin,LASSO,LASSO,22.0,Jaccard,0.3598438668021168,0.14466678629134197
Riboflavin,LASSO,LASSO,22.0,Kendall,0.3598438668021168,0.5035880035880038
Riboflavin,LASSO,LASSO,22.0,RBO,0.3598438668021168,0.23932876538913667
Riboflavin,LASSO,LASSO,23.0,Jaccard,0.3598438668021168,0.14695202765742604
Riboflavin,LASSO,LASSO,23.0,Kendall,0.3598438668021168,0.5036819428123783
Riboflavin,LASSO,LASSO,23.0,RBO,0.3598438668021168,0.23984467441281812
Riboflavin,LASSO,LASSO,24.0,Jaccard,0.3598438668021168,0.14701149102165195
Riboflavin,LASSO,LASSO,24.0,Kendall,0.3598438668021168,0.5034010271690127
Riboflavin,LASSO,LASSO,24.0,RBO,0.3598438668021168,0.24045358719751248
Riboflavin,LASSO,LASSO,25.0,Jaccard,0.3598438668021168,0.14426402075305544
Riboflavin,LASSO,LASSO,25.0,Kendall,0.3598438668021168,0.5034445446348056
Riboflavin,LASSO,LASSO,25.0,RBO,0.3598438668021168,0.2407413048457707
Riboflavin,LASSO,LASSO,26.0,Jaccard,0.3598438668021168,0.14345568810894913
Riboflavin,LASSO,LASSO,26.0,Kendall,0.3598438668021168,0.5032031629326483
Riboflavin,LASSO,LASSO,26.0,RBO,0.3598438668021168,0.24096468591843218
Riboflavin,LASSO,LASSO,27.0,Jaccard,0.3598438668021168,0.1424005687982411
Riboflavin,LASSO,LASSO,27.0,Kendall,0.3598438668021168,0.5032382038694035
Riboflavin,LASSO,LASSO,27.0,RBO,0.3598438668021168,0.24111533562144113
Riboflavin,LASSO,LASSO,28.0,Jaccard,0.3598438668021168,0.14317968733425865
Riboflavin,LASSO,LASSO,28.0,Kendall,0.3598438668021168,0.5030915883034904
Riboflavin,LASSO,LASSO,28.0,RBO,0.3598438668021168,0.24129807816192983
Riboflavin,LASSO,LASSO,29.0,Jaccard,0.3598438668021168,0.1425251100328597
Riboflavin,LASSO,LASSO,29.0,Kendall,0.3598438668021168,0.5032759286980246
Riboflavin,LASSO,LASSO,29.0,RBO,0.3598438668021168,0.24143490323945904
Riboflavin,LASSO,LASSO,30.0,Jaccard,0.3598438668021168,0.141223956450857
Riboflavin,LASSO,LASSO,30.0,Kendall,0.3598438668021168,0.5044639988391735
Riboflavin,LASSO,LASSO,30.0,RBO,0.3598438668021168,0.24150048862090676
Riboflavin,RF,RF,1.0,Jaccard,0.5838348879448838,0.07731281666353912
Riboflavin,RF,RF,1.0,Kendall,0.5838348879448838,1.0
Riboflavin,RF,RF,1.0,RBO,0.5838348879448838,0.07731281666353912
Riboflavin,RF,RF,2.0,Jaccard,0.5838348879448838,0.079877400387814
Riboflavin,RF,RF,2.0,Kendall,0.5838348879448838,0.49494687742938587
Riboflavin,RF,RF,2.0,RBO,0.5838348879448838,0.09626571589416401
Riboflavin,RF,RF,3.0,Jaccard,0.5838348879448838,0.08819665978607374
Riboflavin,RF,RF,3.0,Kendall,0.5838348879448838,0.49572428090178855
Riboflavin,RF,RF,3.0,RBO,0.5838348879448838,0.11042305206313241
Riboflavin,RF,RF,4.0,Jaccard,0.5838348879448838,0.10199894557185112
Riboflavin,RF,RF,4.0,Kendall,0.5838348879448838,0.4961993608015891
Riboflavin,RF,RF,4.0,RBO,0.5838348879448838,0.12422984299743617
Riboflavin,RF,RF,5.0,Jaccard,0.5838348879448838,0.11673919583470568
Riboflavin,RF,RF,5.0,Kendall,0.5838348879448838,0.49681264576315065
Riboflavin,RF,RF,5.0,RBO,0.5838348879448838,0.13779258147244616
Riboflavin,RF,RF,6.0,Jaccard,0.5838348879448838,0.12313836160711826
Riboflavin,RF,RF,6.0,Kendall,0.5838348879448838,0.4993348881402776
Riboflavin,RF,RF,6.0,RBO,0.5838348879448838,0.14897990033569117
Riboflavin,RF,RF,7.0,Jaccard,0.5838348879448838,0.1324732668136673
Riboflavin,RF,RF,7.0,Kendall,0.5838348879448838,0.5017584126161484
Riboflavin,RF,RF,7.0,RBO,0.5838348879448838,0.15924947948779747
Riboflavin,RF,RF,8.0,Jaccard,0.5838348879448838,0.1393328757937558
Riboflavin,RF,RF,8.0,Kendall,0.5838348879448838,0.5014344945026455
Riboflavin,RF,RF,8.0,RBO,0.5838348879448838,0.16842942703446223
Riboflavin,RF,RF,9.0,Jaccard,0.5838348879448838,0.14219993218618834
Riboflavin,RF,RF,9.0,Kendall,0.5838348879448838,0.5012020961101041
Riboflavin,RF,RF,9.0,RBO,0.5838348879448838,0.17621806143417473
Riboflavin,RF,RF,10.0,Jaccard,0.5838348879448838,0.1469225928828879
Riboflavin,RF,RF,10.0,Kendall,0.5838348879448838,0.5006535947712414
Riboflavin,RF,RF,10.0,RBO,0.5838348879448838,0.18329132003085682
Riboflavin,RF,RF,11.0,Jaccard,0.5838348879448838,0.14833129381502178
Riboflavin,RF,RF,11.0,Kendall,0.5838348879448838,0.5000871634196329
Riboflavin,RF,RF,11.0,RBO,0.5838348879448838,0.18936543827534819
Riboflavin,RF,RF,12.0,Jaccard,0.5838348879448838,0.1509833763041331
Riboflavin,RF,RF,12.0,Kendall,0.5838348879448838,0.4997840545910003
Riboflavin,RF,RF,12.0,RBO,0.5838348879448838,0.19480144220714812
Riboflavin,RF,RF,13.0,Jaccard,0.5838348879448838,0.15370449626486837
Riboflavin,RF,RF,13.0,Kendall,0.5838348879448838,0.49941860851423014
Riboflavin,RF,RF,13.0,RBO,0.5838348879448838,0.19975229223753296
Riboflavin,RF,RF,14.0,Jaccard,0.5838348879448838,0.1568396471589372
Riboflavin,RF,RF,14.0,Kendall,0.5838348879448838,0.49980778485572463
Riboflavin,RF,RF,14.0,RBO,0.5838348879448838,0.20434047212858564
Riboflavin,RF,RF,15.0,Jaccard,0.5838348879448838,0.15717464527543992
Riboflavin,RF,RF,15.0,Kendall,0.5838348879448838,0.4998556250694103
Riboflavin,RF,RF,15.0,RBO,0.5838348879448838,0.2083796242400101
Riboflavin,RF,RF,16.0,Jaccard,0.5838348879448838,0.160385317357891
Riboflavin,RF,RF,16.0,Kendall,0.5838348879448838,0.4997840545909983
Riboflavin,RF,RF,16.0,RBO,0.5838348879448838,0.21223289153247854
Riboflavin,RF,RF,17.0,Jaccard,0.5838348879448838,0.1594131993590601
Riboflavin,RF,RF,17.0,Kendall,0.5838348879448838,0.4997046628965134
Riboflavin,RF,RF,17.0,RBO,0.5838348879448838,0.21558088794136723
Riboflavin,RF,RF,18.0,Jaccard,0.5838348879448838,0.16060340214576402
Riboflavin,RF,RF,18.0,Kendall,0.5838348879448838,0.4993792628047164
Riboflavin,RF,RF,18.0,RBO,0.5838348879448838,0.2186783410032821
Riboflavin,RF,RF,19.0,Jaccard,0.5838348879448838,0.16154249751577482
Riboflavin,RF,RF,19.0,Kendall,0.5838348879448838,0.4994355111238395
Riboflavin,RF,RF,19.0,RBO,0.5838348879448838,0.22153866326394567
