data,model,method,K,criteria,Accuracy,Consistency
MNIST,MLP,Epsilon-LRP (MLP),6.0,Jaccard,0.9509429500834776,0.23948873013145788
MNIST,MLP,Epsilon-LRP (MLP),6.0,Kendall,0.9509429500834776,0.49844570468389016
MNIST,MLP,Epsilon-LRP (MLP),6.0,RBO,0.9509429500834776,0.2788192256528742
MNIST,MLP,Epsilon-LRP (MLP),7.0,Jaccard,0.9509429500834776,0.2555141350982461
MNIST,MLP,Epsilon-LRP (MLP),7.0,Kendall,0.9509429500834776,0.49968494013862574
MNIST,MLP,Epsilon-LRP (MLP),7.0,RBO,0.9509429500834776,0.2945927583383689
MNIST,MLP,Epsilon-LRP (MLP),8.0,Jaccard,0.9509429500834776,0.2659072496501708
MNIST,MLP,Epsilon-LRP (MLP),8.0,Kendall,0.9509429500834776,0.5045796201278245
MNIST,MLP,Epsilon-LRP (MLP),8.0,RBO,0.9509429500834776,0.30838992221021855
MNIST,MLP,Epsilon-LRP (MLP),9.0,Jaccard,0.9509429500834776,0.2815235197546483
MNIST,MLP,Epsilon-LRP (MLP),9.0,Kendall,0.9509429500834776,0.503334383532872
MNIST,MLP,Epsilon-LRP (MLP),9.0,RBO,0.9509429500834776,0.3213950233877771
MNIST,MLP,Epsilon-LRP (MLP),10.0,Jaccard,0.9509429500834776,0.2876927176199428
MNIST,MLP,Epsilon-LRP (MLP),10.0,Kendall,0.9509429500834776,0.5039767555835614
MNIST,MLP,Epsilon-LRP (MLP),10.0,RBO,0.9509429500834776,0.3326613181504487
MNIST,MLP,Epsilon-LRP (MLP),11.0,Jaccard,0.9509429500834776,0.29581573880794004
MNIST,MLP,Epsilon-LRP (MLP),11.0,Kendall,0.9509429500834776,0.504147333447902
MNIST,MLP,Epsilon-LRP (MLP),11.0,RBO,0.9509429500834776,0.3428329678093378
MNIST,MLP,Epsilon-LRP (MLP),12.0,Jaccard,0.9509429500834776,0.3015964671523559
MNIST,MLP,Epsilon-LRP (MLP),12.0,Kendall,0.9509429500834776,0.5022340608351953
MNIST,MLP,Epsilon-LRP (MLP),12.0,RBO,0.9509429500834776,0.35198322056190695
MNIST,MLP,Epsilon-LRP (MLP),13.0,Jaccard,0.9509429500834776,0.3145646205451859
MNIST,MLP,Epsilon-LRP (MLP),13.0,Kendall,0.9509429500834776,0.502960754851114
MNIST,MLP,Epsilon-LRP (MLP),13.0,RBO,0.9509429500834776,0.3609194896438605
MNIST,MLP,Epsilon-LRP (MLP),14.0,Jaccard,0.9509429500834776,0.3204719718938409
MNIST,MLP,Epsilon-LRP (MLP),14.0,Kendall,0.9509429500834776,0.502330058095653
MNIST,MLP,Epsilon-LRP (MLP),14.0,RBO,0.9509429500834776,0.3691225900228731
MNIST,MLP,Epsilon-LRP (MLP),15.0,Jaccard,0.9509429500834776,0.3230694377669255
MNIST,MLP,Epsilon-LRP (MLP),15.0,Kendall,0.9509429500834776,0.5022294235904817
MNIST,MLP,Epsilon-LRP (MLP),15.0,RBO,0.9509429500834776,0.3764908928850325
MNIST,MLP,Epsilon-LRP (MLP),16.0,Jaccard,0.9509429500834776,0.3321103768003755
MNIST,MLP,Epsilon-LRP (MLP),16.0,Kendall,0.9509429500834776,0.5023078134845631
MNIST,MLP,Epsilon-LRP (MLP),16.0,RBO,0.9509429500834776,0.3836317818654765
MNIST,MLP,Epsilon-LRP (MLP),17.0,Jaccard,0.9509429500834776,0.3365189935390868
MNIST,MLP,Epsilon-LRP (MLP),17.0,Kendall,0.9509429500834776,0.5022547783689597
MNIST,MLP,Epsilon-LRP (MLP),17.0,RBO,0.9509429500834776,0.3902085970091642
MNIST,MLP,Epsilon-LRP (MLP),18.0,Jaccard,0.9509429500834776,0.3426138097543716
MNIST,MLP,Epsilon-LRP (MLP),18.0,Kendall,0.9509429500834776,0.501906403910445
MNIST,MLP,Epsilon-LRP (MLP),18.0,RBO,0.9509429500834776,0.39648709867096676
MNIST,MLP,Epsilon-LRP (MLP),19.0,Jaccard,0.9509429500834776,0.3529736043539914
MNIST,MLP,Epsilon-LRP (MLP),19.0,Kendall,0.9509429500834776,0.5018734460902762
MNIST,MLP,Epsilon-LRP (MLP),19.0,RBO,0.9509429500834776,0.4027230439977688
MNIST,MLP,Epsilon-LRP (MLP),20.0,Jaccard,0.9509429500834776,0.35976995294515557
MNIST,MLP,Epsilon-LRP (MLP),20.0,Kendall,0.9509429500834776,0.5010168029591784
MNIST,MLP,Epsilon-LRP (MLP),20.0,RBO,0.9509429500834776,0.4087064946973474
MNIST,MLP,Epsilon-LRP (MLP),21.0,Jaccard,0.9509429500834776,0.3642066914094109
MNIST,MLP,Epsilon-LRP (MLP),21.0,Kendall,0.9509429500834776,0.5005432743535484
MNIST,MLP,Epsilon-LRP (MLP),21.0,RBO,0.9509429500834776,0.4143705408541057
MNIST,MLP,Epsilon-LRP (MLP),22.0,Jaccard,0.9509429500834776,0.3757635819543636
MNIST,MLP,Epsilon-LRP (MLP),22.0,Kendall,0.9509429500834776,0.5003949721882267
MNIST,MLP,Epsilon-LRP (MLP),22.0,RBO,0.9509429500834776,0.4200944887988895
MNIST,MLP,Epsilon-LRP (MLP),23.0,Jaccard,0.9509429500834776,0.3868678156837663
MNIST,MLP,Epsilon-LRP (MLP),23.0,Kendall,0.9509429500834776,0.5005051266304505
MNIST,MLP,Epsilon-LRP (MLP),23.0,RBO,0.9509429500834776,0.4258310552453103
MNIST,MLP,Epsilon-LRP (MLP),24.0,Jaccard,0.9509429500834776,0.39024755166456904
MNIST,MLP,Epsilon-LRP (MLP),24.0,Kendall,0.9509429500834776,0.5002089642225851
MNIST,MLP,Epsilon-LRP (MLP),24.0,RBO,0.9509429500834776,0.4312424438064327
MNIST,MLP,Epsilon-LRP (MLP),25.0,Jaccard,0.9509429500834776,0.3948287075983607
MNIST,MLP,Epsilon-LRP (MLP),25.0,Kendall,0.9509429500834776,0.4998833911125125
MNIST,MLP,Epsilon-LRP (MLP),25.0,RBO,0.9509429500834776,0.43641089922152515
MNIST,MLP,Epsilon-LRP (MLP),26.0,Jaccard,0.9509429500834776,0.3999109886431523
MNIST,MLP,Epsilon-LRP (MLP),26.0,Kendall,0.9509429500834776,0.4997541758588078
MNIST,MLP,Epsilon-LRP (MLP),26.0,RBO,0.9509429500834776,0.4413867651334363
MNIST,MLP,Epsilon-LRP (MLP),27.0,Jaccard,0.9509429500834776,0.4005916307010171
MNIST,MLP,Epsilon-LRP (MLP),27.0,Kendall,0.9509429500834776,0.4997247969198797
MNIST,MLP,Epsilon-LRP (MLP),27.0,RBO,0.9509429500834776,0.4460220492302859
MNIST,MLP,Epsilon-LRP (MLP),28.0,Jaccard,0.9509429500834776,0.40811094419955135
MNIST,MLP,Epsilon-LRP (MLP),28.0,Kendall,0.9509429500834776,0.4995464376176643
MNIST,MLP,Epsilon-LRP (MLP),28.0,RBO,0.9509429500834776,0.45061381242443393
MNIST,MLP,Epsilon-LRP (MLP),29.0,Jaccard,0.9509429500834776,0.41562442789174875
MNIST,MLP,Epsilon-LRP (MLP),29.0,Kendall,0.9509429500834776,0.4996763020497768
MNIST,MLP,Epsilon-LRP (MLP),29.0,RBO,0.9509429500834776,0.4551549031532244
MNIST,MLP,Epsilon-LRP (MLP),30.0,Jaccard,0.9509429500834776,0.419270495816012
MNIST,MLP,Epsilon-LRP (MLP),30.0,Kendall,0.9509429500834776,0.4996272427920941
MNIST,MLP,Epsilon-LRP (MLP),30.0,RBO,0.9509429500834776,0.45951943891287844
MNIST,MLP,Integrated Gradients (MLP),1.0,Jaccard,0.9509429500834776,0.1291089108910891
MNIST,MLP,Integrated Gradients (MLP),1.0,Kendall,0.9509429500834776,1.0
MNIST,MLP,Integrated Gradients (MLP),1.0,RBO,0.9509429500834776,0.1291089108910891
MNIST,MLP,Integrated Gradients (MLP),2.0,Jaccard,0.9509429500834776,0.14686468646864914
MNIST,MLP,Integrated Gradients (MLP),2.0,Kendall,0.9509429500834776,0.4974257425742574
MNIST,MLP,Integrated Gradients (MLP),2.0,RBO,0.9509429500834776,0.16554455445544555
MNIST,MLP,Integrated Gradients (MLP),3.0,Jaccard,0.9509429500834776,0.18712871287129457
MNIST,MLP,Integrated Gradients (MLP),3.0,Kendall,0.9509429500834776,0.4963696369636964
MNIST,MLP,Integrated Gradients (MLP),3.0,RBO,0.9509429500834776,0.20041804180417894
MNIST,MLP,Integrated Gradients (MLP),4.0,Jaccard,0.9509429500834776,0.2047920792079214
MNIST,MLP,Integrated Gradients (MLP),4.0,Kendall,0.9509429500834776,0.4983498349834946
MNIST,MLP,Integrated Gradients (MLP),4.0,RBO,0.9509429500834776,0.22671204620462201
MNIST,MLP,Integrated Gradients (MLP),5.0,Jaccard,0.9509429500834776,0.21454581172402468
MNIST,MLP,Integrated Gradients (MLP),5.0,Kendall,0.9509429500834776,0.4977029702970294
MNIST,MLP,Integrated Gradients (MLP),5.0,RBO,0.9509429500834776,0.2465577557755771
MNIST,MLP,Integrated Gradients (MLP),6.0,Jaccard,0.9509429500834776,0.2395514122840914
MNIST,MLP,Integrated Gradients (MLP),6.0,Kendall,0.9509429500834776,0.49747854785478507
MNIST,MLP,Integrated Gradients (MLP),6.0,RBO,0.9509429500834776,0.26624037403740547
MNIST,MLP,Integrated Gradients (MLP),7.0,Jaccard,0.9509429500834776,0.25326704978190073
MNIST,MLP,Integrated Gradients (MLP),7.0,Kendall,0.9509429500834776,0.4968033946251769
MNIST,MLP,Integrated Gradients (MLP),7.0,RBO,0.9509429500834776,0.2831989627534186
MNIST,MLP,Integrated Gradients (MLP),8.0,Jaccard,0.9509429500834776,0.2626664160921654
MNIST,MLP,Integrated Gradients (MLP),8.0,Kendall,0.9509429500834776,0.4975671852899565
MNIST,MLP,Integrated Gradients (MLP),8.0,RBO,0.9509429500834776,0.2976567656765656
MNIST,MLP,Integrated Gradients (MLP),9.0,Jaccard,0.9509429500834776,0.2775091501393252
MNIST,MLP,Integrated Gradients (MLP),9.0,Kendall,0.9509429500834776,0.4982068206820672
MNIST,MLP,Integrated Gradients (MLP),9.0,RBO,0.9509429500834776,0.3111966752230777
MNIST,MLP,Integrated Gradients (MLP),10.0,Jaccard,0.9509429500834776,0.2880257202735135
MNIST,MLP,Integrated Gradients (MLP),10.0,Kendall,0.9509429500834776,0.49914191419141973
MNIST,MLP,Integrated Gradients (MLP),10.0,RBO,0.9509429500834776,0.32344532453245434
MNIST,MLP,Integrated Gradients (MLP),11.0,Jaccard,0.9509429500834776,0.2976581470364095
MNIST,MLP,Integrated Gradients (MLP),11.0,Kendall,0.9509429500834776,0.4989954995499549
MNIST,MLP,Integrated Gradients (MLP),11.0,RBO,0.9509429500834776,0.33459598687141556
MNIST,MLP,Integrated Gradients (MLP),12.0,Jaccard,0.9509429500834776,0.3039618917493496
MNIST,MLP,Integrated Gradients (MLP),12.0,Kendall,0.9509429500834776,0.4990039003900383
MNIST,MLP,Integrated Gradients (MLP),12.0,RBO,0.9509429500834776,0.34456502316898263
MNIST,MLP,Integrated Gradients (MLP),13.0,Jaccard,0.9509429500834776,0.3138658840435402
MNIST,MLP,Integrated Gradients (MLP),13.0,Kendall,0.9509429500834776,0.5015587712617405
MNIST,MLP,Integrated Gradients (MLP),13.0,RBO,0.9509429500834776,0.35400354473317114
MNIST,MLP,Integrated Gradients (MLP),14.0,Jaccard,0.9509429500834776,0.32053019444351866
MNIST,MLP,Integrated Gradients (MLP),14.0,Kendall,0.9509429500834776,0.5012251115221404
MNIST,MLP,Integrated Gradients (MLP),14.0,RBO,0.9509429500834776,0.3626991896991893
MNIST,MLP,Integrated Gradients (MLP),15.0,Jaccard,0.9509429500834776,0.3312401851278595
MNIST,MLP,Integrated Gradients (MLP),15.0,Kendall,0.9509429500834776,0.5011334276284759
MNIST,MLP,Integrated Gradients (MLP),15.0,RBO,0.9509429500834776,0.37107369916478883
MNIST,MLP,Integrated Gradients (MLP),16.0,Jaccard,0.9509429500834776,0.33639642479264276
MNIST,MLP,Integrated Gradients (MLP),16.0,Kendall,0.9509429500834776,0.5008745874587466
MNIST,MLP,Integrated Gradients (MLP),16.0,RBO,0.9509429500834776,0.3788059432145149
MNIST,MLP,Integrated Gradients (MLP),17.0,Jaccard,0.9509429500834776,0.3444430943193087
MNIST,MLP,Integrated Gradients (MLP),17.0,Kendall,0.9509429500834776,0.500480489225393
MNIST,MLP,Integrated Gradients (MLP),17.0,RBO,0.9509429500834776,0.38617961807493145
MNIST,MLP,Integrated Gradients (MLP),18.0,Jaccard,0.9509429500834776,0.3482764133987622
MNIST,MLP,Integrated Gradients (MLP),18.0,Kendall,0.9509429500834776,0.5002239047434157
MNIST,MLP,Integrated Gradients (MLP),18.0,RBO,0.9509429500834776,0.3930016891646436
MNIST,MLP,Integrated Gradients (MLP),19.0,Jaccard,0.9509429500834776,0.35553339444585663
MNIST,MLP,Integrated Gradients (MLP),19.0,Kendall,0.9509429500834776,0.5001123270221752
MNIST,MLP,Integrated Gradients (MLP),19.0,RBO,0.9509429500834776,0.3995569059303124
MNIST,MLP,Integrated Gradients (MLP),20.0,Jaccard,0.9509429500834776,0.36153562704606906
MNIST,MLP,Integrated Gradients (MLP),20.0,Kendall,0.9509429500834776,0.5000875455966639
MNIST,MLP,Integrated Gradients (MLP),20.0,RBO,0.9509429500834776,0.4058028230100332
MNIST,MLP,Integrated Gradients (MLP),21.0,Jaccard,0.9509429500834776,0.37005303081598756
MNIST,MLP,Integrated Gradients (MLP),21.0,Kendall,0.9509429500834776,0.4999415370108439
MNIST,MLP,Integrated Gradients (MLP),21.0,RBO,0.9509429500834776,0.4119044420216342
MNIST,MLP,Integrated Gradients (MLP),22.0,Jaccard,0.9509429500834776,0.3770594067039029
MNIST,MLP,Integrated Gradients (MLP),22.0,Kendall,0.9509429500834776,0.5010638206677795
MNIST,MLP,Integrated Gradients (MLP),22.0,RBO,0.9509429500834776,0.41779938371682956
MNIST,MLP,Integrated Gradients (MLP),23.0,Jaccard,0.9509429500834776,0.383929404466473
MNIST,MLP,Integrated Gradients (MLP),23.0,Kendall,0.9509429500834776,0.5007756427816711
MNIST,MLP,Integrated Gradients (MLP),23.0,RBO,0.9509429500834776,0.4235092422510682
MNIST,MLP,Integrated Gradients (MLP),24.0,Jaccard,0.9509429500834776,0.393704941887323
MNIST,MLP,Integrated Gradients (MLP),24.0,Kendall,0.9509429500834776,0.5005395322140909
MNIST,MLP,Integrated Gradients (MLP),24.0,RBO,0.9509429500834776,0.4291753863101904
MNIST,MLP,Integrated Gradients (MLP),25.0,Jaccard,0.9509429500834776,0.39687655778705744
MNIST,MLP,Integrated Gradients (MLP),25.0,Kendall,0.9509429500834776,0.5004277227722767
MNIST,MLP,Integrated Gradients (MLP),25.0,RBO,0.9509429500834776,0.4345313015508502
MNIST,MLP,Integrated Gradients (MLP),26.0,Jaccard,0.9509429500834776,0.4018787674006582
MNIST,MLP,Integrated Gradients (MLP),26.0,Kendall,0.9509429500834776,0.5003015993907088
MNIST,MLP,Integrated Gradients (MLP),26.0,RBO,0.9509429500834776,0.43967748472103474
MNIST,MLP,Integrated Gradients (MLP),27.0,Jaccard,0.9509429500834776,0.4068502171517488
MNIST,MLP,Integrated Gradients (MLP),27.0,Kendall,0.9509429500834776,0.5001179092268198
MNIST,MLP,Integrated Gradients (MLP),27.0,RBO,0.9509429500834776,0.4446353070351468
MNIST,MLP,Integrated Gradients (MLP),28.0,Jaccard,0.9509429500834776,0.4141032659801525
MNIST,MLP,Integrated Gradients (MLP),28.0,Kendall,0.9509429500834776,0.5002608832311806
MNIST,MLP,Integrated Gradients (MLP),28.0,RBO,0.9509429500834776,0.4495003220849621
MNIST,MLP,Integrated Gradients (MLP),29.0,Jaccard,0.9509429500834776,0.4206879906934082
MNIST,MLP,Integrated Gradients (MLP),29.0,Kendall,0.9509429500834776,0.5000829146954103
MNIST,MLP,Integrated Gradients (MLP),29.0,RBO,0.9509429500834776,0.4542586079141049
MNIST,MLP,Integrated Gradients (MLP),30.0,Jaccard,0.9509429500834776,0.424605478419833
MNIST,MLP,Integrated Gradients (MLP),30.0,Kendall,0.9509429500834776,0.4999485603732785
MNIST,MLP,Integrated Gradients (MLP),30.0,RBO,0.9509429500834776,0.45882930558209223
MNIST,MLP,Occlusion (MLP),1.0,Jaccard,0.9509429500834776,0.09623762376237624
MNIST,MLP,Occlusion (MLP),1.0,Kendall,0.9509429500834776,1.0
MNIST,MLP,Occlusion (MLP),1.0,RBO,0.9509429500834776,0.09623762376237624
MNIST,MLP,Occlusion (MLP),2.0,Jaccard,0.9509429500834776,0.13504950495049658
MNIST,MLP,Occlusion (MLP),2.0,Kendall,0.9509429500834776,0.49623762376237623
MNIST,MLP,Occlusion (MLP),2.0,RBO,0.9509429500834776,0.14198019801980197
MNIST,MLP,Occlusion (MLP),3.0,Jaccard,0.9509429500834776,0.173841584158422
MNIST,MLP,Occlusion (MLP),3.0,Kendall,0.9509429500834776,0.49782178217821765
MNIST,MLP,Occlusion (MLP),3.0,RBO,0.9509429500834776,0.17931793179317787
MNIST,MLP,Occlusion (MLP),4.0,Jaccard,0.9509429500834776,0.20008863743517274
MNIST,MLP,Occlusion (MLP),4.0,Kendall,0.9509429500834776,0.4979537953795372
MNIST,MLP,Occlusion (MLP),4.0,RBO,0.9509429500834776,0.2097978547854813
MNIST,MLP,Occlusion (MLP),5.0,Jaccard,0.9509429500834776,0.211061606160611
MNIST,MLP,Occlusion (MLP),5.0,Kendall,0.9509429500834776,0.4984554455445545
MNIST,MLP,Occlusion (MLP),5.0,RBO,0.9509429500834776,0.2323372937293727
MNIST,MLP,Occlusion (MLP),6.0,Jaccard,0.9509429500834776,0.22919343362908498
MNIST,MLP,Occlusion (MLP),6.0,Kendall,0.9509429500834776,0.4983762376237645
MNIST,MLP,Occlusion (MLP),6.0,RBO,0.9509429500834776,0.252035753575358
MNIST,MLP,Occlusion (MLP),7.0,Jaccard,0.9509429500834776,0.24822685345457485
MNIST,MLP,Occlusion (MLP),7.0,Kendall,0.9509429500834776,0.4980669495520979
MNIST,MLP,Occlusion (MLP),7.0,RBO,0.9509429500834776,0.2700940930827767
MNIST,MLP,Occlusion (MLP),8.0,Jaccard,0.9509429500834776,0.2612873990695849
MNIST,MLP,Occlusion (MLP),8.0,Kendall,0.9509429500834776,0.4981753889674673
MNIST,MLP,Occlusion (MLP),8.0,RBO,0.9509429500834776,0.28593319778406306
MNIST,MLP,Occlusion (MLP),9.0,Jaccard,0.9509429500834776,0.2754195588919
MNIST,MLP,Occlusion (MLP),9.0,Kendall,0.9509429500834776,0.49812981298129944
MNIST,MLP,Occlusion (MLP),9.0,RBO,0.9509429500834776,0.30038946513698955
MNIST,MLP,Occlusion (MLP),10.0,Jaccard,0.9509429500834776,0.28418151501129063
MNIST,MLP,Occlusion (MLP),10.0,Kendall,0.9509429500834776,0.5017821782178231
MNIST,MLP,Occlusion (MLP),10.0,RBO,0.9509429500834776,0.31319804337576657
MNIST,MLP,Occlusion (MLP),11.0,Jaccard,0.9509429500834776,0.2912778793376086
MNIST,MLP,Occlusion (MLP),11.0,Kendall,0.9509429500834776,0.5016093609360945
MNIST,MLP,Occlusion (MLP),11.0,RBO,0.9509429500834776,0.3245372933397238
MNIST,MLP,Occlusion (MLP),12.0,Jaccard,0.9509429500834776,0.2949568881558243
MNIST,MLP,Occlusion (MLP),12.0,Kendall,0.9509429500834776,0.5017941794179421
MNIST,MLP,Occlusion (MLP),12.0,RBO,0.9509429500834776,0.3344190865515131
MNIST,MLP,Occlusion (MLP),13.0,Jaccard,0.9509429500834776,0.3112892436875464
MNIST,MLP,Occlusion (MLP),13.0,Kendall,0.9509429500834776,0.502482863670982
MNIST,MLP,Occlusion (MLP),13.0,RBO,0.9509429500834776,0.34428537862239345
MNIST,MLP,Occlusion (MLP),14.0,Jaccard,0.9509429500834776,0.3194364654094806
MNIST,MLP,Occlusion (MLP),14.0,Kendall,0.9509429500834776,0.5017821782178223
MNIST,MLP,Occlusion (MLP),14.0,RBO,0.9509429500834776,0.3535104985773312
MNIST,MLP,Occlusion (MLP),15.0,Jaccard,0.9509429500834776,0.326416211489827
MNIST,MLP,Occlusion (MLP),15.0,Kendall,0.9509429500834776,0.5017821782178236
MNIST,MLP,Occlusion (MLP),15.0,RBO,0.9509429500834776,0.36212266995930315
